# 0.01
idx	x	y	z	r_solid	r_surf
0	384	318	40	1.05869	1.60346
1	383	318	40	0.782024	1.33438
2	382	319	40	0.781414	1.08414
3	381	319	40	0.740405	0.891275
4	380	319	41	0.509766	0.509766
5	379	319	41	0.386431	0.386431
6	378	319	41	0.550123	0.550123
7	377	319	41	0.550123	0.550123
8	376	319	41	0.366431	0.366431
9	375	318	41	0.492	0.492
10	374	318	41	0.377908	0.377908
11	373	318	41	0.655323	0.66395
12	372	318	42	0	0
13	371	318	42	0.386431	0.386431
14	370	317	42	2.02458	1.34599
15	369	318	41	0.509431	0.610574
16	368	318	41	0.590161	0.877333
17	367	318	41	1.03947	1.54085
18	366	318	41	1.48605	1.76363
19	365	318	41	1.76553	2.64337
20	364	318	41	1.88269	2.44549
21	363	319	42	1.1921	1.44417
22	362	319	42	1.28945	2.0347
23	361	319	42	1.46297	1.98154
24	360	320	42	0.779736	1.26573
25	359	320	42	0.756431	1.14335
26	358	320	42	0.571357	0.897498
27	357	320	42	0.588713	0.751469
28	356	319	42	0.328	0.492
29	355	319	42	0.593617	0.763838
30	354	319	43	0.557441	0.714613
31	353	319	44	0.3456	0.438667
32	352	319	44	0.509336	0.626358
33	351	318	43	0.764284	1.09728
34	350	317	43	0.5904	0.984
35	349	317	43	1.2445	1.67041
36	348	318	44	0.568868	0.605439
37	347	317	44	0.9927	1.39891
38	346	317	44	1.01631	1.52263
39	345	316	44	1.16502	1.74065
40	344	315	44	1.223	1.77737
41	343	314	43	1.60845	2.33662
42	342	314	43	1.44561	2.26575
43	341	314	44	1.51298	2.37818
44	340	314	44	1.24036	1.95731
45	339	314	43	1.14247	1.88242
46	338	314	43	1.0878	1.62477
47	337	314	44	1.15713	2.14651
48	336	314	44	1.26399	2.28266
49	335	314	44	1.35658	2.24818
50	334	314	44	0.83388	1.2833
51	333	314	44	0.759951	1.09395
52	332	314	44	0.791774	1.10738
53	331	315	45	0.558819	0.678069
54	330	315	45	0.505945	0.206
55	329	315	45	0.620899	0.620899
56	328	314	45	0	0

# 20.02
idx	x	y	z	r_solid	r_surf
0	421	107	30	0.546908	0.711435
1	420	108	29	0.699018	1.17511
2	420	109	29	3.08261	3.35992
3	419	109	29	1.34203	1.82792
4	418	109	29	1.18388	1.4039
5	417	109	29	1.15981	1.42666
6	416	109	29	1.0959	1.6105
7	415	109	29	1.49972	2.00473
8	414	109	29	1.57347	1.96654
9	413	109	29	2.01142	2.30213
10	412	109	30	1.9002	2.658
11	411	108	30	0.693905	1.06378
12	411	107	30	0.71375	0.927382
13	410	106	31	0.758498	1.12625
14	409	105	31	0.722713	1.09664
15	408	105	31	0.794017	1.2648
16	407	105	31	0.601666	0
17	406	104	31	0.604758	0

# 21.02
idx	x	y	z	r_solid	r_surf
0	406	103	32	0.648737	1.28345
1	407	102	32	0.556522	0
2	407	101	32	0.746057	1.476
3	408	100	32	0.89183	1.26035
4	408	100	32	0	0
5	408	100	31	0.858641	1.31907
6	409	100	30	0.818896	0.890356
7	410	100	30	0.793384	0.793384

# 22.02
idx	x	y	z	r_solid	r_surf
0	420	106	29	0.49351	0.641723
1	419	105	29	0.328	0.492
2	418	105	29	0.453489	0.453489
3	417	104	30	0.391532	0.391532
4	416	104	31	0.291328	0.291328

# 23.02
idx	x	y	z	r_solid	r_surf
0	458	114	23	0.58878	0.763285
1	457	114	23	0.7076	0.995582
2	456	114	24	0.621764	0.847171
3	455	114	24	0.950734	1.56623
4	454	114	24	0.928527	1.35656
5	453	114	24	0.929361	1.4192
6	452	113	24	0.71531	0.981625
7	451	113	24	0.927079	1.41196
8	450	113	24	1.05177	1.2978
9	449	114	25	1.3073	1.74254
10	448	113	25	1.24971	1.55369
11	447	113	25	0.719956	1.06677
12	446	113	25	1.41357	1.88178
13	445	112	25	1.20988	1.75941
14	444	112	25	1.51031	2.22816
15	443	111	26	0.922225	1.32591
16	442	111	26	0.698091	1.12158
17	441	111	26	1.70095	2.29912
18	440	110	26	1.19951	2.18954
19	439	109	26	1.56728	1.94032
20	439	108	26	1.01371	1.3673
21	438	107	26	0.852089	0.868926
22	437	106	27	1.16276	1.11488
23	436	105	27	0.246	0.246
24	435	104	27	0.246	0.246
25	434	104	27	0.489945	0.489945
26	433	105	27	1.72386	1.18627
27	432	105	27	1.61658	1.91029
28	431	105	27	1.15241	1.47146
29	430	105	27	0.90485	1.30452
30	429	105	27	0.73122	0.997313
31	428	105	27	0.584151	0.705908
32	427	106	27	1.04472	1.56586
33	426	106	27	0.692371	0.920657
34	425	106	28	0.709364	0.998623
35	424	106	28	0.570521	1.33032
36	423	106	28	0.632701	0.878874
37	422	106	29	0.578622	0.852108
38	421	106	29	0.452384	0.641723

# 24.02
idx	x	y	z	r_solid	r_surf
0	459	114	23	0.469055	0
1	460	115	23	0.705833	0.893588
2	460	116	23	0.587642	0.959708
3	460	117	23	0.769919	1.16693
4	460	118	23	0.871432	1.22869
5	460	119	23	0.84097	1.13592
6	460	120	23	0.817275	1.05773
7	461	121	22	0.751099	1.02746
8	462	122	22	0.814512	1.16867
9	463	123	21	0.841014	1.19624
10	464	123	21	0.773343	1.11442
11	465	123	21	0.865387	1.21891
12	466	124	21	0.854746	1.21678
13	467	125	20	0.717525	0.990331
14	468	125	20	1.19167	1.92918
15	469	126	20	0.720648	1.01608
16	470	126	20	0.666205	1.01324
17	471	126	20	0.959444	1.35225
18	472	127	19	0.805236	1.12942
19	473	127	19	0.942322	1.31336
20	474	128	19	0.883047	0
21	474	129	19	0.775366	1.14925
22	475	130	19	0.663213	0.903269
23	476	130	19	0.821464	1.16016
24	477	129	19	0.698128	0.914683
25	478	128	19	0.704079	0.779385
26	479	127	19	0.869435	1.03158
27	480	127	19	0.588622	0.739754
28	481	126	19	0.492	0.492
29	482	126	19	0.301333	0.206
30	483	127	18	1.03247	1.4229
31	483	128	18	1.16881	1.31122
32	482	129	18	0.508076	0.652574
33	482	130	18	0.642017	0.642017
34	481	131	18	0.782506	0.79567
35	482	132	18	0.493087	0.578195
36	483	133	18	0.443542	0.542313
37	484	134	17	0.3456	0.438667
38	485	134	17	0.540931	0.618206
39	486	134	17	0.391545	0.489431
40	487	134	17	0.638	0.638
41	488	134	17	0.914215	0.750532
42	489	134	17	0.948384	0.809432
43	490	134	16	0.544879	0.707007
44	491	134	16	0.801807	1.03402
45	492	133	15	0.84468	1.02086
46	493	132	16	1.2767	1.67377
47	493	132	16	0	0
48	494	132	16	0.925372	1.3413
49	495	133	16	0.982676	1.49736
50	495	134	16	0.90985	1.53242
51	496	134	16	0.96691	1.54129
52	497	135	16	0.857344	1.31644
53	498	136	15	1.14637	1.85336
54	499	136	15	0.847914	1.25416
55	500	137	15	0.876965	1.28633
56	501	138	14	0.886514	1.38756
57	502	138	13	1.06909	1.37916
58	503	138	13	0.749323	1.07118
59	504	139	14	0.771925	1.01617
60	505	139	14	0.842402	1.2478
61	506	140	14	0.862602	1.16562
62	507	141	14	0.745391	1.476
63	508	141	14	0.691241	0.979312
64	509	141	14	0.928703	1.42617
65	510	141	13	0.824968	1.13925
66	511	142	12	0.704332	1.07579
67	511	142	11	0.699597	0.945304
68	511	142	10	0.577539	0.609624
69	511	143	9	0.206	0.206

# 25.02
idx	x	y	z	r_solid	r_surf
0	460	113	23	0.532015	0.671941
1	461	112	23	0.43673	0.612189
2	462	112	23	0.559873	0.702482
3	463	112	23	0.661113	0.885754
4	464	112	23	0.722511	0.997547
5	465	113	22	0.658992	0.866813
6	466	114	22	0.984402	1.07389
7	467	114	22	0.843046	1.13289
8	468	114	22	0.973523	1.35391
9	469	114	22	1.01216	1.47839
10	470	114	22	1.27276	1.67536

# 26.02
idx	x	y	z	r_solid	r_surf
0	471	113	22	0.869139	1.2996
1	472	112	22	0.93978	1.60796
2	472	111	22	0.875588	1.24193
3	473	110	22	0.758615	1.00162
4	474	109	22	0.486403	0.55509
5	475	108	22	0.246	0.246
6	476	108	22	0.45408	0.45408
7	477	107	22	0	0
8	478	107	22	0.301333	0.301333
9	479	106	22	0.246	0.246
10	480	106	22	0.301333	0.301333
11	481	106	22	0	0

# 27.02
idx	x	y	z	r_solid	r_surf
0	472	114	22	1.21328	1.83033
1	473	114	22	0.999638	1.55782
2	474	114	22	0.886928	1.35062
3	475	114	22	0.781931	1.139
4	476	114	22	0.69499	0.951328
5	477	113	22	0.577129	0.702159
6	478	113	22	0.666205	0.922569
7	479	113	22	0.659068	0.937425
8	480	113	22	0.595078	0.804608
9	481	112	23	0.717115	0.95604
10	482	112	23	0.541684	0.492
11	483	112	23	0.511012	0.624139
12	484	111	23	1.3312	1.9571
13	485	111	23	0.704779	0.915358
14	486	111	23	0.767661	0.808477
15	487	111	23	0.616217	0.641723
16	488	111	23	0.630637	0.897498
17	489	111	23	0.646094	0.916258
18	490	110	23	0.858332	1.27658
19	490	109	22	0.728002	1.08968
20	490	108	22	1.36407	2.09461
21	491	107	22	1.22148	1.72613
22	491	107	22	0	0
23	492	106	22	1.15911	1.5751
24	493	106	22	1.05309	1.48276
25	494	107	22	0.796958	1.12171
26	495	108	22	0.830868	1.00117
27	496	108	22	0.602114	0.783405
28	497	108	22	0.800443	1.0279
29	498	108	22	0.947444	1.20481
30	499	108	22	0.697477	0.984
31	500	108	22	0.686168	1.05807
32	501	108	22	0.776754	1.14563
33	502	107	22	1.1683	1.66478
34	502	106	22	0.858295	1.18104
35	503	105	21	0.859396	1.54204
36	503	104	21	1.0289	1.43773
37	504	103	21	0.649209	0.924074
38	505	102	21	0.620397	0.854038
39	506	101	22	0.531641	0.601617
40	507	101	22	0.301333	0.206
41	508	100	21	0.58977	0.58977

# 0.03
idx	x	y	z	r_solid	r_surf
0	45	131	8	1.3242	1.26106
1	46	132	9	0	0
2	47	132	9	0.538238	0.56629
3	48	131	9	0.737978	0.962643
4	49	130	9	1.1701	1.81272
5	50	130	9	0.486099	0.641723
6	51	130	9	0.519879	0.747718
7	52	129	9	0.407545	0
8	53	129	9	0.655147	0.962584
9	54	129	9	0.386431	0.377908
10	55	128	10	0.509602	0.477978
11	56	127	10	0.349	0.349
12	57	127	10	0.246	0.246
13	58	127	10	0.328	0.328
14	59	126	10	0.676867	0.676867
15	59	126	9	0.331552	0.331552
16	59	126	9	0	0
17	58	127	10	0	0
18	57	127	10	0	0
19	56	127	10	0	0
20	55	128	10	0	0
21	54	129	9	0	0
22	53	130	10	0.351664	0.331552
23	52	130	9	0.416649	0.762596
24	51	129	9	0.328	0
25	51	129	9	0	0
26	51	128	9	0.661409	0
27	51	127	10	0.97179	1.47866
28	51	126	10	1.02675	1.39486
29	52	125	10	0.65872	0.951514
30	53	124	11	0.859338	1.18536
31	54	123	12	0.574892	0.743693
32	55	122	12	0.748583	0.928117
33	56	121	12	0.750671	1.09107
34	57	120	11	0.779578	1.23794
35	58	120	11	0.736424	1.17759
36	59	119	11	0.721269	1.01781
37	60	119	11	0.99218	1.44835
38	61	119	10	0.675603	0.797007
39	62	119	10	0.759546	1.16418
40	63	118	10	1.09426	1.48143
41	64	117	10	1.19669	1.80058
42	65	116	10	1.24046	1.84083
43	66	115	11	1.32144	1.96362
44	67	115	11	1.31349	2.10789
45	68	114	11	1.12438	1.64282
46	69	113	11	1.0281	1.43412
47	70	113	11	0.996425	1.77393
48	71	113	11	1.03234	1.6669
49	72	113	11	1.34101	2.07646
50	73	114	11	1.16067	1.67437
51	74	114	11	0.934872	1.48204
52	75	114	11	0.831581	0
53	76	114	11	0.93755	1.24849
54	77	114	12	0.903027	1.39898
55	78	114	13	0.860834	1.14454
56	79	114	13	0.394954	0.309
57	80	113	13	0.562142	0.583591
58	81	112	13	0.43673	0.582656
59	81	111	13	1.09824	1.44657
60	82	110	14	0.607678	0.810031
61	82	109	14	1.00844	1.5163
62	83	108	13	0.898364	1.24979
63	83	107	13	0.914874	1.57986
64	83	106	13	1.32206	1.90862
65	83	106	13	0	0
66	84	105	13	1.15769	1.75375
67	85	105	13	1.01336	1.49975
68	86	104	14	1.25432	1.86204
69	86	103	14	1.26362	1.94808
70	87	102	15	1.35979	1.9027
71	87	101	15	1.18444	1.89617
72	87	100	15	1.10128	1.83728
73	87	99	15	0.940658	1.40039
74	88	98	16	1.12193	1.63925
75	89	97	16	1.02025	1.48195
76	90	96	17	0.888701	1.34704
77	90	95	18	1.00731	1.27474
78	90	94	18	0.985822	1.06043
79	90	93	18	1.01423	1.55934
80	90	92	18	0.745893	1.01212
81	90	91	18	0.437931	0.591815
82	89	90	19	0.715441	1.00121
83	88	90	20	0.963508	1.46184
84	87	90	21	1.01611	1.57968
85	87	90	22	0.779271	1.16112

# 1.03
idx	x	y	z	r_solid	r_surf
0	83	73	25	0.59627	0.770609
1	82	73	25	0.662979	1.04441
2	81	74	25	0.617801	0.760592
3	81	75	25	0.423861	0.423861
4	81	76	25	0.206	0.206
5	81	77	24	0.509766	0.509766
6	81	78	24	0	0
7	81	79	24	0.328	0.328
8	81	80	24	0.441635	0.546861
9	81	81	24	0.68703	0.980875
10	81	82	24	0.684009	0.91305
11	81	83	24	0.678491	1.15961
12	82	84	23	0.939602	1.43812
13	83	85	22	0.815366	1.14045
14	84	86	22	1.1642	1.66325
15	84	87	22	0.967772	1.4868
16	85	88	22	1.10051	1.76127
17	86	89	22	0.869311	0

# 2.03
idx	x	y	z	r_solid	r_surf
0	87	89	23	0.723998	1.39505
1	88	89	24	0.815716	0
2	89	89	25	0.902128	1.61697
3	90	88	26	0.82015	1.39594

# 3.03
idx	x	y	z	r_solid	r_surf
0	84	73	26	0.608177	0.868212
1	85	73	26	0.500191	0.661279
2	86	74	27	0.515091	0.515091
3	86	75	27	0.206	0.206
4	87	76	26	1.08772	1.07817
5	88	77	27	0.839385	0.645429
6	89	78	28	0.579878	0.713182
7	89	79	28	0.743	0.963382
8	90	80	28	1.06464	1.45227
9	90	81	27	0.979068	1.48514
10	90	82	27	0.833827	1.41107
11	90	83	27	0.895181	1.4019
12	90	84	27	0.6861	0.897498
13	91	85	27	1.0361	1.28959
14	91	86	27	0.709679	1.13389
15	90	87	26	0.39397	0
16	90	87	25	0.862661	1.27254

# 4.03
idx	x	y	z	r_solid	r_surf
0	65	41	23	0	0
1	66	42	23	0	0
2	67	43	23	0	0
3	68	44	24	1.49019	1.49019
4	69	45	24	1.88205	1.92151
5	70	46	24	1.43693	1.03933
6	71	47	24	1.24903	1.2181
7	72	48	25	1.16584	1.4049
8	73	49	25	1.0078	1.401
9	73	50	25	0.690515	0.820924
10	73	51	25	0.958785	1.25464
11	74	52	26	0.707694	0.916312
12	74	53	26	0.870198	1.3729
13	75	54	26	0.72751	0.986772
14	75	55	26	0.65595	0.889401
15	75	56	26	0.730677	0.887218
16	75	57	26	0.476954	0.612431
17	75	58	26	0.446574	0.453489
18	74	59	26	0.701804	0.903406
19	74	60	26	0.564264	0.66637
20	75	61	26	0.958158	1.05397
21	76	62	27	0.58227	0.58227
22	76	62	27	0	0
23	77	62	27	0.421489	0.421489
24	78	63	27	0.377908	0.377908
25	79	64	27	0.75446	0.768552
26	80	64	27	0	0
27	80	65	27	0.840576	0.982534
28	81	66	27	0.769917	1.09013
29	82	67	27	0.648343	0.937789
30	82	68	27	0.944997	1.36215
31	83	69	26	0.645411	0.90375
32	83	70	26	0.80333	1.14259
33	83	71	26	1.01906	1.53898
34	83	72	26	1.03468	1.60441

# 5.03
idx	x	y	z	r_solid	r_surf
0	91	89	26	0.775119	1.04164
1	92	88	27	0.612332	0.879976
2	93	88	28	0.936448	0.974064
3	94	89	28	0.480292	0.480292
4	95	90	28	0.391545	0.391545
5	96	91	28	0.649731	0.821747
6	97	92	29	0.619856	0.834598
7	97	93	29	1.00475	1.34106
8	96	94	29	0.796415	0.930231
9	96	95	28	0.68928	1.02278
10	96	96	28	0.769067	1.29669
11	96	97	28	0.880049	1.34265
12	96	98	29	0.916037	1.33383
13	96	99	29	0.928866	1.44741
14	97	100	29	1.15456	1.7398
15	97	101	29	0.976498	1.57986
16	97	102	29	0.971984	1.49668
17	97	103	29	1.07873	1.5487
18	98	104	30	0.780611	1.30688
19	98	105	30	0.894448	1.32874
20	99	106	30	0.876074	1.75021

# 6.03
idx	x	y	z	r_solid	r_surf
0	61	26	22	0.484353	0.585751
1	60	27	23	0.611724	0.703676
2	60	28	23	0.246	0.246
3	60	29	23	0.246	0.246
4	61	30	22	0.274667	0.274667
5	62	31	23	0.458553	0.458553
6	63	32	24	0	0
7	64	33	23	0.554905	0.554905
8	64	34	23	0.453386	0.453386
9	63	35	22	0.485095	0.485095
10	63	36	23	0.351241	0.351241
11	64	37	23	0.291328	0.291328
12	63	38	23	0.386431	0.386431
13	64	39	23	0.391545	0.391545
14	65	40	23	0	0

# 7.03
idx	x	y	z	r_solid	r_surf
0	66	40	23	0	0
1	67	39	23	0	0
2	68	38	23	0.566628	0.566628
3	69	38	24	0.331552	0.331552
4	70	38	24	0.206	0.206
5	70	37	24	0.391545	0.391545
6	69	36	24	0.407545	0.407545
7	69	35	24	0.386431	0.386431
8	68	34	24	0	0

# 8.03
idx	x	y	z	r_solid	r_surf
0	100	105	31	0.60524	0
1	101	104	31	0.86809	1.4924
2	102	104	31	0.619691	0.959708
3	103	104	31	0.868836	1.09049
4	104	103	31	0.899562	1.41488
5	105	103	31	1.239	1.70943
6	105	102	31	0.799994	1.2469
7	106	101	32	1.01126	1.47127
8	106	100	32	0.746353	1.17511
9	106	99	32	0.720812	0.992141
10	107	98	32	0.806775	1.16455
11	108	97	33	1.05172	1.55962
12	108	96	33	0.997688	1.35889
13	109	95	33	1.00455	1.42238
14	110	94	33	0.930874	1.3256
15	111	93	33	0.87834	1.38789
16	112	93	33	0.757041	1.17511
17	113	93	33	0.622588	0.803542
18	114	92	34	0.782172	0.843537
19	114	91	34	1.19537	1.27998
20	115	90	34	0.301333	0.301333
21	116	89	35	0.611567	0.611567
22	116	88	35	0.586289	0.586289
23	116	87	35	0.44442	0.44442
24	115	86	36	1.20451	1.20124
25	115	85	36	0.76569	0.973382
26	114	84	35	0.87528	1.19475
27	114	83	36	0.898493	1.44071
28	114	82	36	0.720841	0.893216
29	115	81	37	0.908078	1.37926
30	115	80	38	0.949766	1.31029
31	115	79	38	0.839245	1.31775
32	116	78	38	1.00463	1.46725
33	117	77	39	1.28195	1.86039
34	117	77	39	0	0
35	118	77	39	1.11261	1.62934
36	119	77	40	1.132	1.78173
37	120	76	41	1.3201	2.05577
38	121	75	42	1.22407	1.74908
39	121	74	42	1.20638	2.24603
40	121	73	42	1.30693	1.97774
41	122	72	43	1.05648	2.0059
42	123	71	43	1.54802	2.17507
43	123	70	44	1.50709	2.23643
44	123	70	45	1.55239	2.27441
45	122	70	46	1.14013	1.74577
46	122	70	47	1.25557	1.86638
47	122	69	48	1.20856	1.83021
48	122	69	49	1.10207	1.76307
49	122	69	50	1.23114	1.67758
50	121	70	51	1.07713	1.5042
51	120	71	52	0.834665	1.03944
52	120	72	53	0.576516	0.575748
53	119	73	54	0.448417	0.448417
54	120	74	55	0.679356	0.85026
55	120	75	55	0.837812	1.09074
56	121	76	56	0.78568	1.1935
57	122	77	57	0.739035	0.985541
58	121	78	58	0.651982	0.962942
59	121	78	59	0.633479	0.832406
60	121	78	60	0.504711	0.604282
61	122	78	61	0.206	0.206

# 9.03
idx	x	y	z	r_solid	r_surf
0	114	128	30	0.503788	0
1	114	127	30	0.952146	1.37556
2	113	126	30	0.95889	1.54738
3	112	125	30	1.06923	1.79267
4	111	124	30	1.10692	1.8473
5	110	123	30	1.15114	1.63009
6	109	122	30	1.05554	1.67828
7	108	121	30	0.900722	1.29506
8	107	120	29	0.919344	1.41919
9	107	119	29	1.01277	1.55389
10	107	118	29	1.13881	1.80589
11	107	117	29	1.02371	1.36204
12	107	116	28	1.00286	1.43976
13	107	115	28	0.721985	0.905819
14	106	114	29	0.924571	1.72844
15	105	113	30	0.891969	1.21822
16	104	112	30	1.0135	1.48795
17	103	111	30	1.05072	1.58233
18	102	110	30	1.03266	1.94984
19	101	109	31	0.821927	1.33032
20	100	109	31	0.661333	0.900818
21	99	108	30	1.09977	1.56305
22	99	107	30	0.992827	0

# 10.03
idx	x	y	z	r_solid	r_surf
0	62	25	23	0.582488	0.878209

# 11.03
idx	x	y	z	r_solid	r_surf
0	63	26	23	0.602057	0.79906
1	63	27	23	0.433241	0.546861
2	64	28	23	0.391532	0.391532
3	65	29	24	0.351241	0.351241
4	66	30	24	0.246	0.246
5	67	31	23	0.381298	0.381298

# 12.03
idx	x	y	z	r_solid	r_surf
0	114	129	30	0.696613	1.17472
1	115	130	30	0.76722	1.06147
2	116	130	30	0.775625	0.954718
3	117	130	30	0.93181	1.2729
4	117	130	30	0	0
5	118	131	30	0.758164	0.96297
6	119	132	30	0.875459	1.26951
7	120	132	30	1.00609	1.39091
8	121	133	30	1.02351	1.31532
9	122	134	30	1.05901	1.59529
10	123	135	30	1.40237	2.13065
11	123	136	30	0.733988	1.03371
12	124	137	29	1.0366	1.3603
13	125	138	29	0.722578	0.922237
14	126	139	30	0.906811	1.18558
15	127	139	29	0.832156	1.35044
16	128	139	29	1.03039	1.25688
17	129	139	29	1.27934	2.09767
18	130	139	29	1.14508	1.56464
19	131	139	29	1.12279	1.51544
20	132	140	30	0.946466	1.43057
21	133	141	30	0.953191	1.34045
22	134	142	29	1.11329	1.66296
23	135	143	29	1.04684	1.7214
24	136	144	29	1.31707	1.8626
25	137	144	29	1.19293	2.01291
26	138	144	29	1.12947	1.57986
27	139	144	29	0.903572	1.44505
28	140	144	29	0.812469	1.10529
29	141	145	29	0.958474	1.24518
30	142	146	29	1.54904	2.44161
31	143	146	29	0.761364	1.03464
32	144	147	29	1.03991	1.12437
33	145	148	29	1.29074	2.01652
34	146	148	29	0.71397	0.956457
35	147	149	30	0.82329	1.14631
36	147	150	30	0.719778	0
37	147	151	30	1.40692	2.36417
38	148	152	30	0.976915	1.67334
39	148	153	30	1.32501	1.91921
40	149	154	29	0.960248	1.5665

# 13.03
idx	x	y	z	r_solid	r_surf
0	63	161	34	0	0
1	64	161	34	0.206	0.206
2	65	160	34	0.366431	0.366431
3	66	159	34	0.408287	0.408287
4	67	158	34	0	0
5	67	157	34	0.430206	0.430206
6	68	156	34	0.206	0.412
7	69	156	34	0.460574	0.518146
8	70	155	34	0.512394	0.638357
9	71	154	34	0.632967	0.861693
10	72	154	34	1.04805	1.33713
11	72	153	34	0.843009	1.32205
12	72	152	34	0.825017	1.13763
13	73	151	33	0.964375	1.41984
14	73	150	33	0.643204	0.75751
15	74	149	33	0.735039	0.990978
16	75	148	33	0.688703	0.920199
17	75	147	33	0.803238	1.07209
18	76	146	32	0.672974	0.879089
19	77	145	31	0.447474	0.528865
20	78	145	31	0.559564	0.716489
21	79	144	32	0.734865	0.977561
22	80	143	33	0.659057	0.930363
23	81	143	33	0.54821	0.632885
24	81	142	33	0.481755	0.63451
25	82	141	32	0.655274	0.967807
26	83	140	32	0.569821	0.772962
27	84	139	32	0.531921	0.702159
28	84	138	32	0.456646	0.565148
29	85	137	32	0.49172	0.63451
30	85	136	32	0.437931	0.515241
31	86	135	32	0.49172	0.573673
32	86	134	32	0.419908	0.526861
33	87	133	32	0.379731	0.379731
34	87	133	32	0	0
35	88	132	33	0.329	0.329
36	89	131	32	0.386431	0.386431
37	89	130	32	0.423396	0.423396
38	90	129	31	0.569521	0.583741
39	91	128	31	0.481829	0.599744
40	92	128	31	0.489431	0.649861
41	93	128	31	0.621715	0.931854
42	94	128	31	0.641946	0.971854
43	95	128	31	0.78036	1.08751
44	96	128	31	0.948531	1.22604
45	97	127	30	0.94475	1.37242
46	98	127	30	0.918923	1.31439
47	99	126	30	1.16539	1.63
48	100	126	30	1.10097	1.70076
49	101	126	30	1.13772	1.89378
50	102	126	30	1.11719	1.73479
51	103	126	30	1.03489	1.64954
52	104	126	30	0.828183	1.12385
53	105	125	29	1.12293	1.58728
54	106	125	29	0.811997	1.22685
55	107	125	29	0.684415	0
56	108	126	30	0.791954	1.2667
57	109	126	30	0.63149	1.06677
58	110	126	30	0.575337	0
59	111	127	30	0.786004	1.31847
60	112	128	30	0.674086	1.05648
61	113	129	29	0.731148	1.05228

# 14.03
idx	x	y	z	r_solid	r_surf
0	56	20	22	0.206	0.206
1	57	21	22	0.291328	0.291328
2	58	22	23	0.206	0.206
3	59	23	22	0.479367	0.470729
4	60	23	22	0.495805	0.632106
5	61	24	23	0.484633	0.492

# 15.03
idx	x	y	z	r_solid	r_surf
0	62	23	23	0.581371	0.88042
1	63	22	23	0.461664	0.605439
2	63	21	23	0.489064	0.625908
3	63	20	23	0.394954	0.488574
4	62	19	22	0.460899	0.43385
5	62	18	22	0.432	0.432
6	62	17	22	0.206	0.206
7	61	16	22	0.351241	0.351241
8	60	15	21	0.43385	0.43385
9	59	14	22	0.633429	0.633429
10	58	15	22	0	0
11	58	16	22	0.206	0.206
12	57	16	22	0.206	0.206
13	56	16	22	0.580884	0.580884
14	56	15	21	0.206	0.206
15	56	14	21	0.47014	0.447452
16	55	13	21	0.828336	0.996302
17	54	12	21	1.05076	1.44016
18	53	11	21	0.77696	1.10116
19	52	10	21	0.720989	0.983523
20	51	9	21	0.869336	1.29967
21	51	8	21	1.16144	1.66855
22	52	7	21	1.04534	1.52058
23	52	6	21	1.00373	1.54952
24	52	5	21	2.33666	2.39394
25	51	4	22	1.29739	1.79554
26	51	3	22	0.610414	1.11
27	51	2	22	2.20708	2.46802
28	50	1	23	0.696868	0.842443
29	49	0	23	1.61134	1.61134

# 16.03
idx	x	y	z	r_solid	r_surf
0	150	155	30	0.567781	1.06677
1	151	154	30	0.890531	1.81965
2	152	154	30	0.834065	1.33213
3	152	154	30	0	0
4	153	154	30	0.631789	0.93148
5	154	154	30	0.391545	0.391545
6	155	155	30	0	0

# 17.03
idx	x	y	z	r_solid	r_surf
0	150	156	30	1.4091	1.63723
1	151	157	30	0.673687	0.991803
2	152	158	30	0.423396	0.508076
3	153	159	30	0.246	0.246
4	153	160	30	0.772795	0.772795
5	152	161	30	1.1703	1.14978
6	152	162	30	0.817391	0.817391
7	152	163	30	0.673717	0.673717
8	152	164	30	0.512542	0.593192
9	153	165	30	0.799252	1.10084
10	154	166	30	0.951125	1.21892
11	154	167	30	0.866017	1.18233
12	154	168	31	0.653661	0.854993
13	154	169	31	0.391545	0.301333
14	155	170	31	0.783226	0.889897
15	156	171	31	0.633275	0.778723
16	157	172	31	0.696725	1.0582
17	158	172	31	0.840809	1.3884
18	159	172	31	1.23353	1.81522
19	160	173	31	0.895018	1.28069
20	161	174	31	0.797975	1.1807
21	162	174	31	1.3015	2.09661
22	163	175	31	0.772964	1.09849
23	164	176	31	0.629583	0.902101
24	165	176	31	1.29835	2.10446
25	166	177	31	0.816163	1.13604
26	167	178	32	0.633706	0.909421
27	168	178	32	0.801928	1.15972
28	169	178	32	0.96148	1.12703
29	170	178	32	1.12206	1.75128
30	171	179	32	1.02137	1.65402
31	172	180	32	1.14581	1.77048
32	173	180	32	1.01438	1.56176
33	174	181	32	0.975892	1.42234
34	175	182	32	1.06531	1.65899
35	175	183	32	1.14394	1.69114
36	176	184	32	1.1412	1.5865
37	177	185	32	1.24386	1.88347
38	178	186	32	1.26684	1.71134
39	179	187	32	0.941102	1.46831
40	180	188	32	0.848646	1.23517
41	180	189	32	0.80141	1.28345
42	180	190	32	1.33313	1.93022
43	181	191	32	0.744638	1.26492
44	182	192	32	0.779969	1.14858
45	182	193	32	1.01856	1.39356
46	181	194	32	0.79854	1.15477
47	180	195	32	1.21019	1.54038
48	180	196	32	0.819439	1.16926
49	181	197	32	0.844881	1.37935
50	182	198	32	0.990715	1.33438
51	182	199	32	1.12229	1.55392
52	183	199	32	1.10661	1.76658
